Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Barcode,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status,Row Type,Units On Hand,Notes
tgs-multi-learn-shelf,,,,,,,,,,,,,,,,,,,,output_pending/TGS-MULTI-LEARN-SHELF/angle3.jpg,2,Multifunction Learn Shelf with Abacus and Activity Panels,,,,,backlog_low_stock,,
tgs-multi-learn-shelf,,,,,,,,,,,,,,,,,,,,output_pending/TGS-MULTI-LEARN-SHELF/angle4.jpg,3,Multifunction Learn Shelf with Abacus and Activity Panels,,,,,backlog_low_stock,,
tgs-fig-naruto,Naruto Shippuden Naruto Uzumaki Action Figure,"<p>This is a Naruto Uzumaki action figure from the Shippuden series. It is made of hard plastic and stands upright. The figure is shown in its original packaging, which includes artwork of other characters. It is intended for display or play.</p><ul><li>HARD PLASTIC
FIGURE</li><li>APPROX 6 INCHES
TALL</li><li>STANDS UPRIGHT
ON ITS OWN</li><li>INCLUDES FIGURE
ONLY</li><li>FOR DISPLAY
OR PLAY</li></ul><p><strong>What's included:</strong></p><ul><li>Naruto Uzumaki Action Figure</li></ul>",The Toy Gift Shop,,Action Figures & Characters,"naruto, action figure, naruto uzumaki, shippuden, the classic, display, play, hard plastic, 6 inch",FALSE,Title,Default Title,TGS-FIG-NARUTO,,shopify,0,deny,manual,1650.00,,TRUE,TRUE,output_pending/TGS-FIG-NARUTO/angle2.jpg,1,Naruto Shippuden Naruto Uzumaki Action Figure,FALSE,Naruto Shippuden Naruto Uzumaki Action Figure,"Naruto Shippuden Naruto Uzumaki Action Figure. Hard plastic, approx 6 inches tall, stands upright, for display or play. Includes figure only.",draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/NARUTO-SHIPPUDEN-NARUTO-UZUMAKI-ACTION-FIGURE
tgs-fig-naruto,,,,,,,,,,,,,,,,,,,,output_pending/TGS-FIG-NARUTO/angle3.jpg,2,Naruto Shippuden Naruto Uzumaki Action Figure,,,,,backlog_low_stock,,
tgs-fig-naruto,,,,,,,,,,,,,,,,,,,,output_pending/TGS-FIG-NARUTO/angle4.jpg,3,Naruto Shippuden Naruto Uzumaki Action Figure,,,,,backlog_low_stock,,
tgs-gt-r-diecast,Nissan GT-R Race Car Model,"<p>This is a detailed model of a Nissan GT-R race car. It is painted blue, white, and red with sponsor decals. The car has a black rear wing and black wheels. It is a static model and does not move. It is intended for display or collection.</p><ul><li>Made of hard plastic</li><li>Approximately 1:24 scale</li><li>Includes detailed body with decals</li><li>Features black rear wing and wheels</li><li>Intended for display or collection</li></ul><p><strong>What's included:</strong></p><ul><li>Nissan GT-R race car model</li></ul>",The Toy Gift Shop,,Cars & Vehicles,"race car, nissan, gt-r, model car, collectible, toy car, scale model, display, decals",FALSE,Title,Default Title,TGS-GT-R-DIECAST,,shopify,0,deny,manual,,,TRUE,TRUE,output_pending/TGS-GT-R-DIECAST/angle2.jpg,1,Nissan GT-R Race Car Model,FALSE,Nissan GT-R Race Car Model,"Nissan GT-R race car model with blue, white, and red paint. Static display collectible. Scale 1:24. Includes detailed decals and black wing.",draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/NISSAN-GT-R-MOTUL-DIECAST-MODEL-CAR
tgs-gt-r-diecast,,,,,,,,,,,,,,,,,,,,output_pending/TGS-GT-R-DIECAST/angle3.jpg,2,Nissan GT-R Race Car Model,,,,,backlog_low_stock,,
tgs-gt-r-diecast,,,,,,,,,,,,,,,,,,,,output_pending/TGS-GT-R-DIECAST/angle4.jpg,3,Nissan GT-R Race Car Model,,,,,backlog_low_stock,,
tgs-ocean-liner-water,Ocean Liner Water Gun Toy with Sound and Lighting,<p>This toy is a water gun shaped like a cruise ship. It has sound effects and lighting. The toy is made of plastic. It is designed to be used in water for play. It is for children aged 3 and up.</p><ul><li>Plastic construction</li><li>Water spray function</li><li>Sound effects and lighting</li><li>Includes one water gun</li><li>For ages 3+</li></ul><p><strong>What's included:</strong></p><ul><li>Ocean Liner Water Gun Toy</li><li>Instruction Manual</li></ul>,The Toy Gift Shop,,Water & Beach Toys,"water gun, cruise ship, water play, sound effects, lighting, plastic toy, ages 3, toy boat, beach toy",FALSE,Title,Default Title,TGS-OCEAN-LINER-WATER,,shopify,0,deny,manual,2450.00,,TRUE,TRUE,output_pending/TGS-OCEAN-LINER-WATER/angle2.jpg,1,Ocean Liner Water Gun Toy with Sound and Lighting,FALSE,Ocean Liner Water Gun Toy with Sound and Lighting,"Ocean Liner Water Gun Toy with sound effects, lighting, and water spray. Plastic cruise ship design for ages 3+. Includes instruction manual.",draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/OCEAN-LINER-WATER-GUN-TOY
tgs-ocean-liner-water,,,,,,,,,,,,,,,,,,,,output_pending/TGS-OCEAN-LINER-WATER/angle3.jpg,2,Ocean Liner Water Gun Toy with Sound and Lighting,,,,,backlog_low_stock,,
tgs-ocean-liner-water,,,,,,,,,,,,,,,,,,,,output_pending/TGS-OCEAN-LINER-WATER/angle4.jpg,3,Ocean Liner Water Gun Toy with Sound and Lighting,,,,,backlog_low_stock,,
tgs-arabic-sound-learning,Ozen Star Arabic Sound Learning Book for Children,<p>This is an educational toy book with a yellow plastic handle and a white marker. It features interactive pages with Arabic text and illustrations. The book is designed for children aged 3 and up to learn Arabic through sound and visual aids. It includes a marker for drawing and tracing activities.</p><ul><li>Yellow plastic handle with buttons</li><li>White marker with red cap</li><li>Interactive pages with Arabic text</li><li>Illustrations of children and mosques</li><li>Ages 3+ printed on the cover</li></ul><p><strong>What's included:</strong></p><ul><li>Educational toy book</li><li>White marker with red cap</li><li>Yellow plastic handle with buttons</li></ul>,The Toy Gift Shop,,Educational Toys,"arabic, learning, children, educational, toy, sound, interactive, mosque, mosque",FALSE,Title,Default Title,TGS-ARABIC-SOUND-LEARNING,,shopify,0,deny,manual,,,TRUE,TRUE,output_pending/TGS-ARABIC-SOUND-LEARNING/angle2.jpg,1,Ozen Star Arabic Sound Learning Book for Children,FALSE,Ozen Star Arabic Sound Learning Book for Children,"Ozen Star Arabic Sound Learning Book for Children. Educational toy with interactive pages, Arabic text, and illustrations. Ages 3+. Includes marker and handle.",draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/OZEN-STAR-ARABIC-SOUND-LEARNING-BOOK
tgs-arabic-sound-learning,,,,,,,,,,,,,,,,,,,,output_pending/TGS-ARABIC-SOUND-LEARNING/angle3.jpg,2,Ozen Star Arabic Sound Learning Book for Children,,,,,backlog_low_stock,,
tgs-arabic-sound-learning,,,,,,,,,,,,,,,,,,,,output_pending/TGS-ARABIC-SOUND-LEARNING/angle4.jpg,3,Ozen Star Arabic Sound Learning Book for Children,,,,,backlog_low_stock,,
tgs-pagani-diecast-car,Pagani Huayra Diecast Model Car,<p>This is a diecast model of the Pagani Huayra sports car. It has a blue body with orange wheels and a black roof. The model includes a working rear spoiler. It is designed for display and collection.</p><ul><li>Diecast metal body</li><li>Orange wheels with black accents</li><li>Working rear spoiler</li><li>Includes one car</li><li>For ages 3 and up</li></ul><p><strong>What's included:</strong></p><ul><li>Pagani Huayra Diecast Model Car</li></ul>,The Toy Gift Shop,,Cars & Vehicles,"diecast, pagani, huayra, model, car, collectible, toy, sports, orange, blue, spoiler",FALSE,Title,Default Title,TGS-PAGANI-DIECAST-CAR,,shopify,0,deny,manual,,,TRUE,TRUE,output_pending/TGS-PAGANI-DIECAST-CAR/angle2.jpg,1,Pagani Huayra Diecast Model Car,FALSE,Pagani Huayra Diecast Model Car,Diecast model of the Pagani Huayra sports car with orange wheels and working spoiler. Collectible model for ages 3 and up.,draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/PAGANI-HUAYRA-DIECAST-MODEL-CAR
tgs-pagani-diecast-car,,,,,,,,,,,,,,,,,,,,output_pending/TGS-PAGANI-DIECAST-CAR/angle3.jpg,2,Pagani Huayra Diecast Model Car,,,,,backlog_low_stock,,
tgs-pagani-diecast-car,,,,,,,,,,,,,,,,,,,,output_pending/TGS-PAGANI-DIECAST-CAR/angle4.jpg,3,Pagani Huayra Diecast Model Car,,,,,backlog_low_stock,,
tgs-penguin-trap,Penguin Trap Balance Ice Cubes Game,<p>A break-the-ice balance game with a penguin theme. Players tap out ice cube pieces from a hexagonal platform without making the penguin fall through. Includes a spinner wheel. For ages 3 and up.</p><ul><li>Hexagonal ice-cube platform with penguin figures</li><li>Includes spinner wheel and ice-pick tools</li><li>Break-the-ice balance gameplay</li><li>For ages 3 and up</li></ul><p><strong>What's included:</strong></p><ul><li>1 hexagonal ice platform</li><li>Ice cube pieces</li><li>Penguin figures</li><li>Ice-pick tools</li><li>Spinner wheel</li></ul>,The Toy Gift Shop,,Board Games,"board game, family game, balance game, penguin, kids game",FALSE,Title,Default Title,TGS-PENGUIN-TRAP,,shopify,0,deny,manual,,,TRUE,TRUE,output_pending/TGS-PENGUIN-TRAP/angle2.jpg,1,Penguin Trap Balance Ice Cubes Game,FALSE,Penguin Trap Balance Ice Cubes Game in Pakistan | Toy Gift Shop,Penguin Trap balance game - break the ice without dropping the penguin. Ages 3+.,draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/PENGUIN-TRAP-BALANCE-ICE-CUBES
tgs-penguin-trap,,,,,,,,,,,,,,,,,,,,output_pending/TGS-PENGUIN-TRAP/angle3.jpg,2,Penguin Trap Balance Ice Cubes Game,,,,,backlog_low_stock,,
tgs-penguin-trap,,,,,,,,,,,,,,,,,,,,output_pending/TGS-PENGUIN-TRAP/angle4.jpg,3,Penguin Trap Balance Ice Cubes Game,,,,,backlog_low_stock,,
tgs-pinball,Pinball Game Machine with Marbles and Digital Score Display,<p>A small red plastic pinball game machine with a digital score display. It includes marbles for play and a lever to launch them. The game has a digital score display and is designed for children. It is shown with its original packaging.</p><ul><li>Red plastic construction</li><li>Digital score display</li><li>Includes marbles and launch lever</li><li>Designed for children aged 3+</li><li>Game has 6 levels</li></ul><p><strong>What's included:</strong></p><ul><li>Pinball game machine</li><li>Marbles</li><li>Lever</li><li>Digital score display</li><li>Original packaging</li></ul>,The Toy Gift Shop,,Robots & Electronic Toys,"pinball, marble, game, kids, toys, electronic, arcade, children, 3+",FALSE,Title,Default Title,TGS-PINBALL,,shopify,0,deny,manual,6900.00,,TRUE,TRUE,output_pending/TGS-PINBALL/angle2.jpg,1,Pinball Game Machine with Marbles and Digital Score Display,FALSE,Pinball Game Machine with Marbles for Kids,"Red plastic pinball game machine with digital score, marbles, and lever for children aged 3+. Includes original packaging.",draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/PINBALL-GAME-MACHINE
tgs-pinball,,,,,,,,,,,,,,,,,,,,output_pending/TGS-PINBALL/angle3.jpg,2,Pinball Game Machine with Marbles and Digital Score Display,,,,,backlog_low_stock,,
tgs-pinball,,,,,,,,,,,,,,,,,,,,output_pending/TGS-PINBALL/angle4.jpg,3,Pinball Game Machine with Marbles and Digital Score Display,,,,,backlog_low_stock,,
tgs-power-punch-arcade,Power Punch Arcade Game with Punch Meter and Digital Display,<p>This arcade-style game features a tall red and black unit with a digital display and a vertical punch meter. It is designed for children to punch the target to see how hard they hit. The box indicates it is for ages 3 and up. The unit has a soft rubber base and a digital screen with buttons.</p><ul><li>Red and black plastic construction</li><li>Digital display with buttons</li><li>Vertical punch meter with colored lights</li><li>Soft rubber base for safety</li><li>For ages 3 and up</li></ul><p><strong>What's included:</strong></p><ul><li>Power Punch Arcade Game unit</li><li>Instruction manual (not visible in photos)</li></ul>,The Toy Gift Shop,,Robots & Electronic Toys,"power punch, arcade game, kids toy, punch game, digital display, soft rubber, ages 3+, real action, toy box",FALSE,Title,Default Title,TGS-POWER-PUNCH-ARCADE,,shopify,0,deny,manual,7600.00,,TRUE,TRUE,output_pending/TGS-POWER-PUNCH-ARCADE/angle2.jpg,1,Power Punch Arcade Game with Punch Meter and Digital Display,FALSE,Power Punch Arcade Game for Kids Ages 3+,Power Punch Arcade Game with punch meter and digital display. For ages 3+. Soft rubber base. Real action game for kids.,draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/POWER-PUNCH-ARCADE-GAME
tgs-power-punch-arcade,,,,,,,,,,,,,,,,,,,,output_pending/TGS-POWER-PUNCH-ARCADE/angle3.jpg,2,Power Punch Arcade Game with Punch Meter and Digital Display,,,,,backlog_low_stock,,
tgs-power-punch-arcade,,,,,,,,,,,,,,,,,,,,output_pending/TGS-POWER-PUNCH-ARCADE/angle4.jpg,3,Power Punch Arcade Game with Punch Meter and Digital Display,,,,,backlog_low_stock,,
tgs-bottle-squishy,Prime Bottle Squishy - 500ML Blue & Pink,"<p>A soft, squeezable squishy toy shaped like a 500ML bottle. It is made of flexible plastic. The toy has a textured surface with vertical ridges. It is designed for sensory play and fidgeting. The toy comes in two color options: blue and pink.</p><ul><li>Made of flexible plastic</li><li>500ML size cue</li><li>Textured surface with vertical ridges</li><li>Two color options: blue and pink</li><li>Intended for sensory play and fidgeting</li></ul><p><strong>What's included:</strong></p><ul><li>1 x Prime Bottle Squishy (500ML)</li><li>1 x Color variant (Blue or Pink)</li></ul>",The Toy Gift Shop,,Sensory & Fidget Toys,"squishy, fidget, toy, sensory, blue, pink, 500ml, plastic, stress relief",FALSE,Title,Default Title,TGS-BOTTLE-SQUISHY,,shopify,0,deny,manual,1850.00,,TRUE,TRUE,output_pending/TGS-BOTTLE-SQUISHY/angle2.jpg,1,Prime Bottle Squishy - 500ML Blue & Pink,FALSE,Prime Bottle Squishy - 500ML Blue & Pink Fidget Toy,"Squishy bottle fidget toy in 500ML size, blue or pink. Made of flexible plastic for sensory play. Textured surface with vertical ridges. Ideal for fidgeting and stress relief.",draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/PRIME-BOTTLE-SQUISHY-500ML-BLUE-AND-PINK
tgs-bottle-squishy,,,,,,,,,,,,,,,,,,,,output_pending/TGS-BOTTLE-SQUISHY/angle3.jpg,2,Prime Bottle Squishy - 500ML Blue & Pink,,,,,backlog_low_stock,,
tgs-bottle-squishy,,,,,,,,,,,,,,,,,,,,output_pending/TGS-BOTTLE-SQUISHY/angle4.jpg,3,Prime Bottle Squishy - 500ML Blue & Pink,,,,,backlog_low_stock,,
tgs-puzzle-busy-board,Puzzle Busy Board House Educational Toy for Toddlers,"<p>This toy is a house-shaped activity board with multiple interactive elements. It is made of plastic and features colorful, removable parts. The board includes a light, a tissue pull, a switch, a refrigerator, a dishwasher, a drum washing machine, and a microwave oven. It is designed for children aged 18 months and older to develop fine motor skills, hand-eye coordination, and thinking.</p><ul><li>Made of plastic</li><li>House-shaped design</li><li>Includes 8 interactive parts</li><li>Intended for children 18 months and older</li><li>Educational activity toy</li></ul><p><strong>What's included:</strong></p><ul><li>Puzzle Busy Board House</li><li>Instruction Manual</li></ul>",The Toy Gift Shop,,Baby & Toddler Toys,"baby toys, toddler toys, educational toys, puzzle busy board, interactive toys, fine motor skills, 18 months, house shaped, activity board",FALSE,Title,Default Title,TGS-PUZZLE-BUSY-BOARD,,shopify,0,deny,manual,4850.00,,TRUE,TRUE,output_pending/TGS-PUZZLE-BUSY-BOARD/angle2.jpg,1,Puzzle Busy Board House Educational Toy for Toddlers,FALSE,Puzzle Busy Board House Educational Toy for Toddlers,"Educational toy for toddlers 18 months and older. House-shaped puzzle busy board with interactive parts including light, tissue pull, switch, refrigerator, dishwasher, drum washing machine, and microwave oven.",draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/PUZZLE-BUSY-BOARD-HOUSE-EDUCATIONAL-TOY
tgs-puzzle-busy-board,,,,,,,,,,,,,,,,,,,,output_pending/TGS-PUZZLE-BUSY-BOARD/angle3.jpg,2,Puzzle Busy Board House Educational Toy for Toddlers,,,,,backlog_low_stock,,
tgs-puzzle-busy-board,,,,,,,,,,,,,,,,,,,,output_pending/TGS-PUZZLE-BUSY-BOARD/angle4.jpg,3,Puzzle Busy Board House Educational Toy for Toddlers,,,,,backlog_low_stock,,
tgs-range-diecast-car,Range Rover Diecast Model Car,<p>This is a diecast model car of a Range Rover. It is made of metal and plastic. The doors open and close. It is designed for children to play with and collect.</p><ul><li>METAL BODY WITH PLASTIC DETAILS</li><li>DOORS OPEN AND CLOSE</li><li>SCALE MODEL OF A RANGE ROVER</li><li>INCLUDES CAR ONLY</li><li>FOR CHILDREN TO PLAY WITH</li></ul><p><strong>What's included:</strong></p><ul><li>Range Rover Diecast Model Car</li></ul>,The Toy Gift Shop,,Cars & Vehicles,"diecast, range rover, model car, toy car, childrens toys, collectible, metal, opening doors, age 3",FALSE,Title,Default Title,TGS-RANGE-DIECAST-CAR,,shopify,0,deny,manual,,,TRUE,TRUE,output_pending/TGS-RANGE-DIECAST-CAR/angle2.jpg,1,Range Rover Diecast Model Car,FALSE,Range Rover Diecast Model Car Toy,"Diecast model car of a Range Rover. Metal body, opening doors, for children ages 3 and up. Collectible toy vehicle.",draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/RANGE-ROVER-DIECAST-MODEL-CAR
tgs-range-diecast-car,,,,,,,,,,,,,,,,,,,,output_pending/TGS-RANGE-DIECAST-CAR/angle3.jpg,2,Range Rover Diecast Model Car,,,,,backlog_low_stock,,
tgs-range-diecast-car,,,,,,,,,,,,,,,,,,,,output_pending/TGS-RANGE-DIECAST-CAR/angle4.jpg,3,Range Rover Diecast Model Car,,,,,backlog_low_stock,,
tgs-rc-maserati-mc20,RC Maserati MC20 Remote Control Car with Realistic Details,<p>This remote control car is a scaled model of the Maserati MC20. It features a white and black color scheme with detailed bodywork. It is operated using a handheld remote. The car has opening doors and a realistic interior. It is designed for indoor or outdoor play on smooth surfaces.</p><ul><li>Made of hard plastic with painted details</li><li>Approximate length: 12 inches (30 cm)</li><li>Opening doors and hood</li><li>Includes one remote control</li><li>Intended for ages 8 and up</li></ul><p><strong>What's included:</strong></p><ul><li>RC Maserati MC20 car</li><li>Remote control</li></ul>,The Toy Gift Shop,,RC & Remote Control Toys,"remote control, rc car, maserati mc20, sports car, toy car, kids toys, opening doors, indoor play, outdoor play",FALSE,Title,Default Title,TGS-RC-MASERATI-MC20,,shopify,0,deny,manual,,,TRUE,TRUE,output_pending/TGS-RC-MASERATI-MC20/angle2.jpg,1,RC Maserati MC20 Remote Control Car with Realistic Details,FALSE,RC Maserati MC20 Remote Control Car with Opening Doors,Remote control sports car model with opening doors and realistic details. Operated by handheld remote. For ages 8 and up. Indoor/outdoor play.,draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/RC-MASERATI-MC20-REMOTE-CONTROL-CAR
tgs-rc-maserati-mc20,,,,,,,,,,,,,,,,,,,,output_pending/TGS-RC-MASERATI-MC20/front.jpg,2,RC Maserati MC20 Remote Control Car with Realistic Details,,,,,backlog_low_stock,,
tgs-reassembl-screw-car,Reassembly Screw Car Wooden Toy,<p>This wooden toy car is designed for children to assemble and disassemble using colorful screws. It is made of painted wood and includes a small hammer and screwdriver. The toy encourages fine motor skills and imaginative play. It is suitable for children aged 3 and up.</p><ul><li>Made of painted wood</li><li>Includes small hammer and screwdriver</li><li>Features colorful screws for assembly</li><li>Intended for children aged 3 and up</li><li>Contains multiple small parts</li></ul><p><strong>What's included:</strong></p><ul><li>Wooden car body</li><li>Colorful screws</li><li>Small hammer</li><li>Screwdriver</li><li>Warning label</li></ul>,The Toy Gift Shop,,Pretend Play & Role Play,"wooden toy, screw car, assembly toy, fine motor skills, children's toys, 3+ age, pretend play, educational toy, screws",FALSE,Title,Default Title,TGS-REASSEMBL-SCREW-CAR,,shopify,0,deny,manual,3250.00,,TRUE,TRUE,output_pending/TGS-REASSEMBL-SCREW-CAR/angle2.jpg,1,Reassembly Screw Car Wooden Toy,FALSE,Reassembly Screw Car Wooden Toy for Ages 3+,Wooden screw car toy for children aged 3+ to assemble and disassemble with colorful screws and included tools.,draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/REASSEMBLY-SCREW-CAR-WOODEN-TOY
tgs-reassembl-screw-car,,,,,,,,,,,,,,,,,,,,output_pending/TGS-REASSEMBL-SCREW-CAR/angle3.jpg,2,Reassembly Screw Car Wooden Toy,,,,,backlog_low_stock,,
tgs-reassembl-screw-car,,,,,,,,,,,,,,,,,,,,output_pending/TGS-REASSEMBL-SCREW-CAR/angle4.jpg,3,Reassembly Screw Car Wooden Toy,,,,,backlog_low_stock,,
tgs-swim-crocodile,Remote Control Swim Crocodile Toy with Controller,<p>This remote control swim crocodile toy is designed to move through water. It is made of hard plastic and includes a 2.4GHz controller. The toy has a realistic crocodile design with an open mouth and textured skin. It is intended for children to play with in a pool or bathtub.</p><ul><li>Hard plastic body</li><li>Approximately 10 inches long</li><li>Remote control with directional buttons</li><li>Includes 2.4GHz controller</li><li>Intended for children aged 3 and up</li></ul><p><strong>What's included:</strong></p><ul><li>Remote control swim crocodile toy</li><li>2.4GHz controller</li><li>Instruction manual</li><li>Battery pack</li></ul>,The Toy Gift Shop,,RC & Remote Control Toys,"remote control, swim crocodile, toy, children, pool toy, bathtub toy, 2.4ghz, controller, hard plastic",FALSE,Title,Default Title,TGS-SWIM-CROCODILE,,shopify,0,deny,manual,7000.00,,TRUE,TRUE,output_pending/TGS-SWIM-CROCODILE/angle2.jpg,1,Remote Control Swim Crocodile Toy with Controller,FALSE,Remote Control Swim Crocodile Toy for Kids,Remote control swim crocodile toy with controller. Made of hard plastic. For children aged 3 and up. Includes instructions and battery pack.,draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/REMOTE-CONTROL-SWIM-CROCODILE-TOY
tgs-swim-crocodile,,,,,,,,,,,,,,,,,,,,output_pending/TGS-SWIM-CROCODILE/angle3.jpg,2,Remote Control Swim Crocodile Toy with Controller,,,,,backlog_low_stock,,
tgs-swim-crocodile,,,,,,,,,,,,,,,,,,,,output_pending/TGS-SWIM-CROCODILE/angle4.jpg,3,Remote Control Swim Crocodile Toy with Controller,,,,,backlog_low_stock,,
tgs-retro-arcade-duel,Retro Arcade Duel Mini Game with 23+ Games,"<p>This is a mini arcade game console designed for children. It has a blue plastic body with a red joystick, two blue buttons, and a small screen. The console plays 23+ retro-style games. It is intended for ages 6 and up.</p><ul><li>Blue plastic construction</li><li>Includes 23+ preloaded games</li><li>Features a red joystick and two blue buttons</li><li>Small screen for gameplay</li><li>Intended for ages 6 and up</li></ul><p><strong>What's included:</strong></p><ul><li>Mini arcade game console</li><li>23+ preloaded games</li><li>Red joystick</li><li>Two blue buttons</li><li>Small screen</li></ul>",The Toy Gift Shop,,Robots & Electronic Toys,"retro game, arcade duel, mini game, children toys, 6+ ages, blue plastic, joystick, buttons, games",FALSE,Title,Default Title,TGS-RETRO-ARCADE-DUEL,,shopify,0,deny,manual,1650.00,,TRUE,TRUE,output_pending/TGS-RETRO-ARCADE-DUEL/angle2.jpg,1,Retro Arcade Duel Mini Game with 23+ Games,FALSE,Retro Arcade Duel Mini Game with 23+ Games,Retro Arcade Duel Mini Game with 23+ games for ages 6+. Blue plastic console with joystick and buttons. Perfect for retro gaming fun.,draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/RETRO-ARCADE-DUEL-MINI-GAME
tgs-retro-arcade-duel,,,,,,,,,,,,,,,,,,,,output_pending/TGS-RETRO-ARCADE-DUEL/angle3.jpg,2,Retro Arcade Duel Mini Game with 23+ Games,,,,,backlog_low_stock,,
tgs-retro-arcade-duel,,,,,,,,,,,,,,,,,,,,output_pending/TGS-RETRO-ARCADE-DUEL/angle4.jpg,3,Retro Arcade Duel Mini Game with 23+ Games,,,,,backlog_low_stock,,
tgs-vintage-diecast-car,Rolls Royce Phantom Vintage Diecast Model Car,<p>This is a diecast model of a vintage Rolls Royce Phantom. It has a black body with red interior details. The model includes a removable soft top and a small trunk. It is designed for display and does not move or require batteries.</p><ul><li>Diecast metal body with painted details</li><li>Includes removable soft top and trunk</li><li>Red interior upholstery visible</li><li>Detailed chrome accents and headlights</li><li>For display on a shelf or table</li></ul><p><strong>What's included:</strong></p><ul><li>Rolls Royce Phantom model car</li><li>Removable soft top</li><li>Trunk accessory</li></ul>,The Toy Gift Shop,,Cars & Vehicles,"diecast, rolls royce, phantom, vintage car, model car, display, collectible, toy, childrens toys",FALSE,Title,Default Title,TGS-VINTAGE-DIECAST-CAR,,shopify,0,deny,manual,,,TRUE,TRUE,output_pending/TGS-VINTAGE-DIECAST-CAR/angle10.jpg,1,Rolls Royce Phantom Vintage Diecast Model Car,FALSE,Rolls Royce Phantom Vintage Diecast Model Car,Vintage Rolls Royce Phantom diecast model car with removable soft top and trunk. Detailed metal body for display. Scale 1:18.,draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/ROLLS-ROYCE-PHANTOM-VINTAGE-DIECAST-MODEL-CAR
tgs-vintage-diecast-car,,,,,,,,,,,,,,,,,,,,output_pending/TGS-VINTAGE-DIECAST-CAR/angle2.jpg,2,Rolls Royce Phantom Vintage Diecast Model Car,,,,,backlog_low_stock,,
tgs-vintage-diecast-car,,,,,,,,,,,,,,,,,,,,output_pending/TGS-VINTAGE-DIECAST-CAR/angle3.jpg,3,Rolls Royce Phantom Vintage Diecast Model Car,,,,,backlog_low_stock,,
tgs-rotating-orbit-ball,Rotating Orbit Ball Track with 20pcs Balls,<p>This toy is a multi-level track with curved ramps and platforms. It includes 20 balls that roll down the track. The track is made of plastic with a speckled finish. The balls are white and black with colored stripes. It is designed for children ages 3 and up.</p><ul><li>Plastic construction with speckled finish</li><li>Height: 11cm (as shown on box)</li><li>Includes 20 balls (white and black with colored stripes)</li><li>Designed for children ages 3 and up</li><li>Includes instructions and safety information</li></ul><p><strong>What's included:</strong></p><ul><li>Multi-level plastic track with curved ramps</li><li>20 balls (white and black with colored stripes)</li><li>Instruction sheet</li></ul>,The Toy Gift Shop,,Sports Toys,"rotating orbit ball, sports toys, childrens toys, plastic track, balls, age 3, safe materials, toy set, 20 pcs",FALSE,Title,Default Title,TGS-ROTATING-ORBIT-BALL,,shopify,0,deny,manual,1850.00,,TRUE,TRUE,output_pending/TGS-ROTATING-ORBIT-BALL/angle2.jpg,1,Rotating Orbit Ball Track with 20pcs Balls,FALSE,Rotating Orbit Ball Track with 20pcs Balls,"Rotating Orbit Ball Track with 20pcs Balls. Multi-level plastic track with curved ramps and 20 balls for ages 3+. Safe materials, cut with scissors.",draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/ROTATING-ORBIT-BALL-TRACK
tgs-rotating-orbit-ball,,,,,,,,,,,,,,,,,,,,output_pending/TGS-ROTATING-ORBIT-BALL/angle3.jpg,2,Rotating Orbit Ball Track with 20pcs Balls,,,,,backlog_low_stock,,
