handle,title,vendor,product_type,status,price,compare_at_price,sku,stock,age,occasions,play,subcategories,features,collections,all_tags,image,url,seo_title,seo_description,description
magnetic-building-blocks-minecraft-theme-set,Magnetic Building Blocks Minecraft Theme Set,The Toy Gift Shop,Building & Construction Toys,DRAFT,2350.00,,TGS-MAG-BUILDING-BLOCKS,5,5-8,"birthday, eid",build,Building Blocks,new,"age-5-8, all, best-sellers, building-construction-toys, gifts-under-2500, gifts-under-5000, new-in, occasion-birthday, occasion-eid","age:5-8, feature:new, occasion:birthday, occasion:eid, play:build, sub:Building Blocks",,,Magnetic Building Blocks in Pakistan | Toy Gift Shop,Magnetic building blocks set with 48 pieces and 3 figures for Minecraft-inspired scene construction. Ages 6+. Plastic magnetic construction toy.,"A 48-piece magnetic building set in a Minecraft-style pixel theme, model Z33059. The box calls it DIY scene construction: snap the blocks together with magnets to restore the fun of the game and build your own scene. Ages 6+."
magnetic-digital-car-train-set,Magnetic Digital Train Set with Numbered Cars,The Toy Gift Shop,Educational Toys,DRAFT,2600.00,,TGS-MAG-DIGITAL-TRAIN,2,3-5,"birthday, eid",build,Learning Toys,new,"age-3-5, all, best-sellers, educational-toys, gifts-under-5000, new-in, occasion-birthday, occasion-eid","age:3-5, feature:new, occasion:birthday, occasion:eid, play:build, sub:Learning Toys",,,Magnetic Digital Train Set in Pakistan | Toy Gift Shop,Magnetic Digital Train Set: number cars with cartoon faces that join with magnets. A first counting toy for ages 3+.,"A magnetic number train: a locomotive and brightly painted number cars with cartoon faces that click together with magnets. Children line up the numbers in order while they play, which makes it an easy first counting toy. Ages 3+ on the box."
magnetic-world-cute-pet-building-set,Magnetic World Scene Series X Captive Cute Pet Building Set,The Toy Gift Shop,Building & Construction Toys,DRAFT,2450.00,,TGS-MAG-WORLD,2,3-5,"birthday, eid",build,Building Blocks,new,"age-3-5, all, best-sellers, building-construction-toys, gifts-under-2500, gifts-under-5000, new-in, occasion-birthday, occasion-eid","age:3-5, feature:new, occasion:birthday, occasion:eid, play:build, sub:Building Blocks",,,Magnetic World in Pakistan | Toy Gift Shop,"Magnetic World Scene Series X Captive Cute Pet Building Set. 60 magnetic plastic blocks for kids ages 3+. Build a house, tree, and pet scene.","Magnetic World, Scene Series X Captive Cute Pet: a 60-piece magnetic set that builds a little pixel world with a house, a tree and blocky pets. The box breaks the 60 pieces down by shape. Ages 3+, with a choking hazard warning for small parts."
maisto-ducati-streetfighter-s-1-12-scale,Maisto Ducati Streetfighter S 1/12 Scale Diecast Motorcycle,The Toy Gift Shop,Cars & Vehicles,DRAFT,2750.00,,TGS-MOTO-DIECAST,1,3-5,"birthday, eid",vehicles,Die-Cast Cars,new,"age-3-5, all, best-sellers, cars-vehicles, gifts-under-5000, new-in, occasion-birthday, occasion-eid","age:3-5, feature:new, occasion:birthday, occasion:eid, play:vehicles, sub:Die-Cast Cars",,,Maisto Ducati Motorcycle Diecast in Pakistan | Toy Gift Shop,"Maisto 1/12 scale diecast Ducati Streetfighter S motorcycle model. Metal construction, red and black, for ages 3+. Includes kickstand and original box.","This is a 1/12 scale diecast metal model of a Ducati Streetfighter S motorcycle. It has a red and black color scheme with detailed parts including wheels, handlebars, and a kickstand. The model is packaged in a box with a clear window. It is intended for children aged 3 and up."
makeup-set-case-princess-bag-and-chest,Makeup Set Case for Kids - Colorful Princess Bag,The Toy Gift Shop,Pretend Play & Role Play,DRAFT,3450.00,,TGS-MAKEUP-SET-CASE,1,3-5,"birthday, eid",pretend,Makeup Sets,new,"age-3-5, all, best-sellers, gifts-under-5000, new-in, occasion-birthday, occasion-eid, pretend-play-role-play","age:3-5, feature:new, occasion:birthday, occasion:eid, play:pretend, sub:Makeup Sets",,,Makeup Set Case for Kids in Pakistan | Toy Gift Shop,"Colorful princess bag makeup set for kids. Includes pretend makeup, mirror, and compartments. Ages 5+. Toy for pretend play.",This toy makeup set is a pink and light blue plastic case shaped like a princess bag. It opens to reveal a mirror and multiple compartments for pretend makeup. The case has a heart-shaped clasp with a red gem and stands on four small feet. It is designed for children aged 5 and up.
mermaid-makeup-case-2in1,Mermaid 2-in-1 Beauty Make Up Case with Jewellery,The Toy Gift Shop,Pretend Play & Role Play,DRAFT,3250.00,,TGS-MERMAID-MAKEUP,11,3-5,"birthday, eid",pretend,Makeup Sets,new,"age-3-5, all, best-sellers, gifts-under-5000, new-in, occasion-birthday, occasion-eid, pretend-play-role-play","age:3-5, feature:new, occasion:birthday, occasion:eid, play:pretend, sub:Makeup Sets",,,Mermaid 2-in-1 Beauty Makeup Case in Pakistan | Toy Gift Shop,Mermaid 2-in-1 beauty makeup and jewellery case with mirror and brushes. Pink or purple glitter. Ages 3+.,"A glitter makeup case with a mermaid design, combining a toy makeup set and jewellery box in one carry case with a handle. It opens to reveal a mirror, brushes and a colourful toy makeup palette. Available in pink and purple glitter. For ages 3 and up."
mini-appliances-toy-refrigerator,Mini Appliances Toy Refrigerator with Play & Learn Simulation,The Toy Gift Shop,Pretend Play & Role Play,DRAFT,2850.00,,TGS-APPLIANCE-FRIDGE,1,3-5,"birthday, eid",pretend,Mini Appliances,new,"age-3-5, all, best-sellers, gifts-under-5000, new-in, occasion-birthday, occasion-eid, pretend-play-role-play","age:3-5, feature:new, occasion:birthday, occasion:eid, play:pretend, sub:Mini Appliances",,,Mini Appliances Toy Refrigerator in Pakistan | Toy Gift Shop,"A pink and white mini refrigerator toy with open doors, digital displays, and toy food for children aged 3+ to simulate household life.",This is a toy refrigerator designed for pretend play. It has a pink and white color scheme with digital displays showing temperature and time. The doors open to reveal shelves and compartments holding toy food items. It is intended for children to simulate household activities.
mini-rc-forklift-1-64-scale,Mini Rc Forklift 1:64 Scale Remote Control Toy with Phone App Control,The Toy Gift Shop,RC & Remote Control Toys,DRAFT,4250.00,,TGS-RC-FORKLIFT,1,5-8,"birthday, eid",vehicles,RC Vehicles,new,"age-5-8, all, best-sellers, gifts-under-5000, new-in, occasion-birthday, occasion-eid, rc-remote-control-toys","age:5-8, feature:new, occasion:birthday, occasion:eid, play:vehicles, sub:RC Vehicles",,,Mini Rc Forklift in Pakistan | Toy Gift Shop,"1:64 scale remote control forklift toy with phone app control. Made of plastic and alloy. Includes remote, decals, and pallet. For ages 6+.","This is a 1:64 scale remote control forklift toy. It is controlled via a phone app or a handheld remote. The toy is made of plastic and alloy parts. It includes a remote, decals, and a pallet accessory. It is designed for children aged 6 and up."
miniature-truck-collection,"Miniature Transport Truck in a Display Case – Blue, Black/Grey or Red",The Toy Gift Shop,Cars & Vehicles,DRAFT,1150.00,,TGS-TRUCKS,5,3-5,"birthday, eid",vehicles,Die-Cast Cars,new,"age-3-5, all, best-sellers, cars-vehicles, gifts-under-2500, gifts-under-5000, new-in, occasion-birthday, occasion-eid","age:3-5, feature:new, occasion:birthday, occasion:eid, play:vehicles, sub:Die-Cast Cars",,,Toy Trucks in Pakistan | Toy Gift Shop,Miniature transport truck with trailer in a clear display case. Black/grey or white/blue design; design varies.,"A miniature articulated transport truck, ready to sit on a shelf. Three designs: a black cab with a grey Transport trailer, a white cab with a blue and orange Container Transport trailer (both in a clear display case on a black base), or a red cab with a silver/red Container Truck trailer."
mochi-squishy,Mochi Squishy in Clear Case,The Toy Gift Shop,Sensory & Fidget Toys,DRAFT,1850.00,,TGS-SQUISHY-MOCHI,3,3-5,"birthday, eid",games,Squishies,new,"age-3-5, all, best-sellers, gifts-under-2500, gifts-under-5000, new-in, occasion-birthday, occasion-eid, sensory-fidget-toys","age:3-5, feature:new, occasion:birthday, occasion:eid, play:games, sub:Squishies",,,Mochi Squishy in Pakistan | Toy Gift Shop,"Pastel flower mochi squishy in a small clear case. Soft sensory fidget toy for ages 3+. A toy, not food.","A soft mochi squishy in pastel pink, yellow and green, shaped like a flower on leaves, packed in a small clear case. Squeeze it and let it slowly return to shape. It is a toy, not food."
monopoly-classic-board-game,Monopoly Classic Property Trading Board Game,The Toy Gift Shop,Board Games,DRAFT,1850.00,,TGS-MONOPOLY-CLASSIC,3,5-8,"birthday, eid",games,Family Board Games,new,"age-5-8, all, best-sellers, board-games, gifts-under-2500, gifts-under-5000, new-in, occasion-birthday, occasion-eid","age:5-8, feature:new, occasion:birthday, occasion:eid, play:games, sub:Family Board Games",,,Monopoly Classic Board Game in Pakistan | Toy Gift Shop,Monopoly Classic property trading board game -- the world's favourite game. Ages 8+.,"The world's favourite property trading board game. Buy, sell and trade properties to build your real estate empire and bankrupt your opponents. For ages 8 and up."
monopoly-deal-card-game,Monopoly Deal Card Game,The Toy Gift Shop,Board Games,DRAFT,480.00,,TGS-MONOPOLY-DEAL,5,5-8,"birthday, eid",games,Family Board Games,new,"age-5-8, all, best-sellers, board-games, gifts-under-1000, gifts-under-2500, gifts-under-5000, new-in, occasion-birthday, occasion-eid","age:5-8, feature:new, occasion:birthday, occasion:eid, play:games, sub:Family Board Games",,,Monopoly Deal Card Game in Pakistan | Toy Gift Shop,Monopoly Deal fast-paced card game. Collect property sets and win in about 15 minutes. Ages 8+.,"The fast-paced Monopoly Deal card game. Collect property sets, play action cards and outmanoeuvre opponents to win. Plays in about 15 minutes. For ages 8 and up."
montessori-handle-light-game,Montessori Handle Light Game,The Toy Gift Shop,Baby & Toddler Toys,DRAFT,2450.00,,TGS-MONTSSRI-HANDLE-LIGHT,3,1-3,"birthday, eid",pretend,Baby Activity Toys,new,"age-1-3, all, baby-toddler-toys, best-sellers, gifts-under-2500, gifts-under-5000, new-in, occasion-birthday, occasion-eid","age:1-3, feature:new, occasion:birthday, occasion:eid, play:pretend, sub:Baby Activity Toys",,,Montessori Handle Light Game in Pakistan | Toy Gift Shop,"Blue plastic Montessori Handle Light Game with buttons, key switch, and rotary control for baby and toddler activity play. Includes power plug and key to turn on lights.","This is a blue plastic toy with multiple colored buttons, a key switch, and a rotary control. It has a power plug and a key to turn on. The toy is designed for children to press buttons and turn the key to activate lights. It is intended for baby and toddler activity play."
multifunction-learn-shelf,Multifunction Learn Shelf with Abacus and Activity Panels,The Toy Gift Shop,Educational Toys,DRAFT,4500.00,,TGS-MULTI-LEARN-SHELF,1,3-5,"birthday, eid",build,Learning Toys,new,"age-3-5, all, best-sellers, educational-toys, gifts-under-5000, new-in, occasion-birthday, occasion-eid","age:3-5, feature:new, occasion:birthday, occasion:eid, play:build, sub:Learning Toys",,,Multifunction Learn Shelf in Pakistan | Toy Gift Shop,"Educational toy with abacus, drawing board, sea maze, and clock mode. Helps children learn letters, words, and counting. Ages 3+. Plastic construction.","This multifunctional learning shelf is a colorful educational toy with multiple activity panels. It includes an abacus with beads, a drawing board, a sea maze, and a clock mode. The toy is made of plastic and is designed for children aged 3 and up. It helps with recognition of letters and words, and enhances cognitive skills through hands-on play."
naruto-shippuden-naruto-uzumaki-action-figure,Naruto Shippuden Naruto Uzumaki Action Figure,The Toy Gift Shop,Action Figures & Characters,DRAFT,1650.00,,TGS-FIG-NARUTO,1,3-5,"birthday, eid",pretend,Action Figures,new,"action-figures-characters, age-3-5, all, best-sellers, gifts-under-2500, gifts-under-5000, new-in, occasion-birthday, occasion-eid","age:3-5, feature:new, occasion:birthday, occasion:eid, play:pretend, sub:Action Figures",,,Naruto Uzumaki Action Figure in Pakistan | Toy Gift Shop,"Naruto Shippuden Naruto Uzumaki Action Figure. Hard plastic, approx 6 inches tall, stands upright, for display or play. Includes figure only.","This is a Naruto Uzumaki action figure from the Shippuden series. It is made of hard plastic and stands upright. The figure is shown in its original packaging, which includes artwork of other characters. It is intended for display or play."
needoh-oreo-squishy,Schylling NeeDoh Oreo Squishy – Switch & Swap Frosting,The Toy Gift Shop,Sensory & Fidget Toys,DRAFT,1550.00,,TGS-SQUISHY-OREO,23,3-5,"birthday, eid",games,Squishies,new,"age-3-5, all, best-sellers, gifts-under-2500, gifts-under-5000, new-in, occasion-birthday, occasion-eid, sensory-fidget-toys","age:3-5, feature:new, occasion:birthday, occasion:eid, play:games, sub:Squishies",,,Schylling NeeDoh Oreo Squishy in Pakistan | Toy Gift Shop,Non-edible squishy toy shaped like an Oreo cookie with switch & swap frosting feature. Designed for sensory play and fidgeting. Ages 3+.,"A Schylling NeeDoh Oreo: a squishable Dohnut shaped like a sandwich cookie, with frosting you can switch and swap. The box calls it DOH-lectable and non-edible, and says you can mix it with other NeeDoh Dohnuts for countless variations. Squeeze it, twist it, and it springs back."
notebook-and-pen-gift-set,Notebook and Pen Gift Set in a Navy Box,The Toy Gift Shop,Novelty & Fun Toys,DRAFT,1350.00,,TGS-BLUE-TILE,3,3-5,"birthday, eid",games,Stationery Gifts,new,"age-3-5, all, best-sellers, gifts-under-2500, gifts-under-5000, new-in, novelty-fun-toys, occasion-birthday, occasion-eid","age:3-5, feature:new, occasion:birthday, occasion:eid, play:games, sub:Stationery Gifts",,,Notebook and Pen Gift Set in Pakistan | Toy Gift Shop,Notebook and pen gift set in a navy presentation box. Ready to give.,"A navy gift box holding a matching notebook and a metal pen. A simple, smart set for a teacher, a colleague or a student, and it needs no extra wrapping."
ocean-liner-water-gun-toy,Ocean Liner Water Gun Toy with Sound and Lighting,The Toy Gift Shop,Water & Beach Toys,DRAFT,2450.00,,TGS-OCEAN-LINER-WATER,1,3-5,"birthday, eid",outdoor,Water Play,new,"age-3-5, all, best-sellers, gifts-under-2500, gifts-under-5000, new-in, occasion-birthday, occasion-eid, water-beach-toys","age:3-5, feature:new, occasion:birthday, occasion:eid, play:outdoor, sub:Water Play",,,Ocean Liner Water Gun in Pakistan | Toy Gift Shop,"Ocean Liner Water Gun Toy with sound effects, lighting, and water spray. Plastic cruise ship design for ages 3+. Includes instruction manual.",This toy is a water gun shaped like a cruise ship. It has sound effects and lighting. The toy is made of plastic. It is designed to be used in water for play. It is for children aged 3 and up.
orange-die-cast-metal-off-road-monster-truck,Orange Die-Cast Metal Off-Road Monster Truck Toy,The Toy Gift Shop,Novelty & Fun Toys,DRAFT,2850.00,,TGS-ORANGE-MONSTER-TRUCK,5,3-5,"birthday, eid",games,Die-Cast Cars,new,"age-3-5, all, best-sellers, gifts-under-5000, new-in, novelty-fun-toys, occasion-birthday, occasion-eid","age:3-5, feature:new, occasion:birthday, occasion:eid, play:games, sub:Die-Cast Cars",,,Orange Monster Truck in Pakistan | Toy Gift Shop,Orange die-cast metal off-road monster truck toy with pull-back movement. For ages 3+. Collectible vehicle.,"A die-cast metal off-road vehicle in orange, with chunky wheels. Pull it back and it drives off, and the doors open, as the box says. Part of a collect-them-all range."
oubiao-10x38-toy-binoculars-with-case,Oubiao 10x38 Binoculars for Children – Pink,The Toy Gift Shop,Novelty & Fun Toys,DRAFT,1250.00,,TGS-BINOCULAR,5,3-5,"birthday, eid",games,Novelty Toys,new,"age-3-5, all, best-sellers, gifts-under-2500, gifts-under-5000, new-in, novelty-fun-toys, occasion-birthday, occasion-eid","age:3-5, feature:new, occasion:birthday, occasion:eid, play:games, sub:Novelty Toys",,,Binoculars in Pakistan | Toy Gift Shop,OUBIAO 10x38 toy binoculars for kids aged 3 and up. Plastic binoculars with carrying strap and original packaging. Fun novelty toy for children.,"Oubiao binoculars for young explorers, in pink with black eyepieces and a wrist cord. The focus wheel and the box are marked 10x38. Light enough for small hands, for the garden, the park or a birdwatching walk."
ozen-star-arabic-sound-learning-book,Ozen Star Arabic Sound Learning Book for Children,The Toy Gift Shop,Educational Toys,DRAFT,2500.00,,TGS-ARABIC-SOUND-LEARNING,1,3-5,"birthday, eid",build,Learning Toys,new,"age-3-5, all, best-sellers, educational-toys, gifts-under-5000, new-in, occasion-birthday, occasion-eid","age:3-5, feature:new, occasion:birthday, occasion:eid, play:build, sub:Learning Toys",,,Arabic Sound Learning Book in Pakistan | Toy Gift Shop,"Ozen Star Arabic Sound Learning Book for Children. Educational toy with interactive pages, Arabic text, and illustrations. Ages 3+. Includes marker and handle.",This is an educational toy book with a yellow plastic handle and a white marker. It features interactive pages with Arabic text and illustrations. The book is designed for children aged 3 and up to learn Arabic through sound and visual aids. It includes a marker for drawing and tracing activities.
ozen-star-islamic-learning-tablet,Ozen Star Islamic Learning Tablet for Children,The Toy Gift Shop,Educational Toys,DRAFT,2500.00,,TGS-AL-QURAN-LEARNING,2,3-5,"birthday, eid",build,Learning Toys,new,"age-3-5, all, best-sellers, educational-toys, gifts-under-5000, new-in, occasion-birthday, occasion-eid","age:3-5, feature:new, occasion:birthday, occasion:eid, play:build, sub:Learning Toys",,,Al-Quran Learning Toy in Pakistan | Toy Gift Shop,Ozen Star Islamic Learning Tablet for children aged 3+. Teaches daily duas and Quran recitations with interactive buttons and Arabic text.,"An Ozen Star Islamic learning tablet, titled متعة التعلم (the joy of learning) on the box. Numbered touch keys play daily duas and Al-Quran recitations, so children can listen and repeat. Ages 3+."
paw-patrol-go-fishing-game,Paw Patrol Go Fishing Game,The Toy Gift Shop,Board Games,DRAFT,1150.00,,TGS-PAW-PATROL-GO,11,3-5,"birthday, eid",games,Family Board Games,new,"age-3-5, all, best-sellers, board-games, gifts-under-2500, gifts-under-5000, new-in, occasion-birthday, occasion-eid","age:3-5, feature:new, occasion:birthday, occasion:eid, play:games, sub:Family Board Games",,,Paw Patrol Go Fishing Game in Pakistan | Toy Gift Shop,"Paw Patrol Go Fishing Game for ages 3+. Includes blue plastic base, red fishing board, fish tokens, and two fishing rods. Fun family game.",A Paw Patrol Go Fishing game: the red board turns and the little fish open and close their mouths while you try to hook them with the rods. Ages 3+ as printed on the box.
peng-jia-multicoloured-flash-drum,Peng Jia Multicoloured Flash Drum with Sticks,The Toy Gift Shop,Musical Toys,DRAFT,2150.00,,TGS-FLASH-DRUM,9,3-5,"birthday, eid",pretend,Musical Instruments,new,"age-3-5, all, best-sellers, gifts-under-2500, gifts-under-5000, musical-toys, new-in, occasion-birthday, occasion-eid","age:3-5, feature:new, occasion:birthday, occasion:eid, play:pretend, sub:Musical Instruments",,,Peng Jia Flash Drum in Pakistan | Toy Gift Shop,"Peng Jia Multicoloured Flash Drum: lights flash as you play, three modes, volume control and two sticks. Ages 3+.","A light-up drum from Peng Jia: hit the pad and the coloured lights flash under it while the music plays. The box lists three modes with an on/off switch, a music switch button and high and low volume. Two sticks are included. It needs 3 x 1.5V AA batteries, which are not included."
pinball-game-machine,Pinball Game Machine with Marbles and Digital Score Display,The Toy Gift Shop,Robots & Electronic Toys,DRAFT,6900.00,,TGS-PINBALL,1,5-8,"birthday, eid",games,Arcade Games,new,"age-5-8, all, best-sellers, big-gifts, new-in, occasion-birthday, occasion-eid, robots-electronic-toys","age:5-8, feature:new, occasion:birthday, occasion:eid, play:games, sub:Arcade Games",,,Pinball Game Machine in Pakistan | Toy Gift Shop,"Red plastic pinball game machine with digital score, marbles, and lever for children aged 3+. Includes original packaging.",A small red plastic pinball game machine with a digital score display. It includes marbles for play and a lever to launch them. The game has a digital score display and is designed for children. It is shown with its original packaging.
pixel-led-sword-light-up,"Pixel LED Light-Up Sword, Minecraft-Style",The Toy Gift Shop,Fantasy & Magic Toys,DRAFT,2450.00,,TGS-PIXEL-LED-SWORD,4,3-5,"birthday, eid",pretend,Pretend Weapons,new,"age-3-5, all, best-sellers, fantasy-magic-toys, gifts-under-2500, gifts-under-5000, new-in, occasion-birthday, occasion-eid","age:3-5, feature:new, occasion:birthday, occasion:eid, play:pretend, sub:Pretend Weapons",,,Pixel LED Light-Up Sword in Pakistan | Toy Gift Shop,"Pixel LED light-up toy sword, Minecraft-style, blue/black or purple/green. Ages 3+.","A pixelated, Minecraft-style toy sword with built-in LED lights along the blade. Available in blue/black and purple/green colourways. For ages 3 and up."
playroom-toy-iron-appliance,Playroom Toy Iron Appliance for Pretend Play,The Toy Gift Shop,Pretend Play & Role Play,DRAFT,1250.00,,TGS-IRON-APPLIANCE,3,3-5,"birthday, eid",pretend,Mini Appliances,new,"age-3-5, all, best-sellers, gifts-under-2500, gifts-under-5000, new-in, occasion-birthday, occasion-eid, pretend-play-role-play","age:3-5, feature:new, occasion:birthday, occasion:eid, play:pretend, sub:Mini Appliances",,,Toy Iron Play Appliance in Pakistan | Toy Gift Shop,Playroom toy iron appliance for pretend play. Simulates ironing and sewing. Ages 3+. Plastic construction with rotating parts and lighting.,This toy iron is a pretend play appliance designed for children. It features a rotating mechanism and lighting. The toy is made of plastic and is intended for children to simulate ironing and making clothes for dolls. It is suitable for ages 3 and up.
power-punch-arcade-game,Power Punch Arcade Game with Punch Meter and Digital Display,The Toy Gift Shop,Robots & Electronic Toys,DRAFT,7600.00,,TGS-POWER-PUNCH-ARCADE,1,5-8,"birthday, eid",games,Arcade Games,new,"age-5-8, all, best-sellers, big-gifts, new-in, occasion-birthday, occasion-eid, robots-electronic-toys","age:5-8, feature:new, occasion:birthday, occasion:eid, play:games, sub:Arcade Games",,,Power Punch Arcade Game in Pakistan | Toy Gift Shop,Power Punch Arcade Game with punch meter and digital display. For ages 3+. Soft rubber base. Real action game for kids.,This arcade-style game features a tall red and black unit with a digital display and a vertical punch meter. It is designed for children to punch the target to see how hard they hit. The box indicates it is for ages 3 and up. The unit has a soft rubber base and a digital screen with buttons.
puzzle-busy-board-house-educational-toy,Puzzle Busy Board House Educational Toy for Toddlers,The Toy Gift Shop,Baby & Toddler Toys,DRAFT,4850.00,,TGS-PUZZLE-BUSY-BOARD,1,1-3,"birthday, eid",pretend,Baby Activity Toys,new,"age-1-3, all, baby-toddler-toys, best-sellers, gifts-under-5000, new-in, occasion-birthday, occasion-eid","age:1-3, feature:new, occasion:birthday, occasion:eid, play:pretend, sub:Baby Activity Toys",,,Puzzle Busy Board House in Pakistan | Toy Gift Shop,"Educational toy for toddlers 18 months and older. House-shaped puzzle busy board with interactive parts including light, tissue pull, switch, refrigerator, dishwasher, drum washing machine, and microwave oven.","This toy is a house-shaped activity board with multiple interactive elements. It is made of plastic and features colorful, removable parts. The board includes a light, a tissue pull, a switch, a refrigerator, a dishwasher, a drum washing machine, and a microwave oven. It is designed for children aged 18 months and older to develop fine motor skills, hand-eye coordination, and thinking."
rainbow-tower-unicorn-stacker-toy,Rainbow Tower Unicorn Stacker Toy,The Toy Gift Shop,Baby & Toddler Toys,DRAFT,2350.00,,TGS-RAINBOW-TOWER-UNICORN,1,1-3,"birthday, eid",pretend,Baby Activity Toys,new,"age-1-3, all, baby-toddler-toys, best-sellers, gifts-under-2500, gifts-under-5000, new-in, occasion-birthday, occasion-eid","age:1-3, feature:new, occasion:birthday, occasion:eid, play:pretend, sub:Baby Activity Toys",,,Rainbow Tower Unicorn Stacker in Pakistan | Toy Gift Shop,"Wooden unicorn stacking toy with 7 colorful rings for children 36+ months. Develops fine motor skills and color recognition. Safe, sturdy, and fun.",A wooden stacking toy with a unicorn head. It has seven rings in rainbow colors that stack on a base. The rings are smooth and can be removed and placed back. It is for children aged 36+ months.
ram-animal-figure,Ram Figure with Curled Horns,The Toy Gift Shop,Animal & Dinosaur Toys,DRAFT,2850.00,,TGS-RAM-FIGURE,3,3-5,"birthday, eid",pretend,Animal Figures,new,"age-3-5, all, animal-dinosaur-toys, best-sellers, gifts-under-5000, new-in, occasion-birthday, occasion-eid","age:3-5, feature:new, occasion:birthday, occasion:eid, play:pretend, sub:Animal Figures",,,Ram Figure in Pakistan | Toy Gift Shop,Ram figure with big curled horns and a moulded fleece. Stands steady for farm play or display.,"A sturdy ram figure with big curled horns and a moulded fleece, painted in soft yellows and browns. It stands steady on four hooves, so it holds its place in a farm set or on a shelf."
ranlok-remote-control-gear-car,Remote Control Car with Transmitter and Packaging,The Toy Gift Shop,RC & Remote Control Toys,DRAFT,2250.00,,TGS-GEAR-RC-CAR,4,3-5,"birthday, eid",vehicles,RC Vehicles,new,"age-3-5, all, best-sellers, gifts-under-2500, gifts-under-5000, new-in, occasion-birthday, occasion-eid, rc-remote-control-toys","age:3-5, feature:new, occasion:birthday, occasion:eid, play:vehicles, sub:RC Vehicles",,,Remote Control Car with Transmitter and Packaging | Toy Gift Shop,Remote control car with transparent body and visible gears. Includes handheld transmitter. Designed for children aged 3 and up. Comes in original packaging.,This remote control car has a transparent body with visible internal gears. It is controlled by a black handheld transmitter with red buttons. The packaging shows an image of a blue and black car and indicates it is for ages 3 and up. The car has two thin antennas.
rc-drift-racing-car,RC Drift Racing Car with 4WD and Neon LED Lights,The Toy Gift Shop,RC & Remote Control Toys,DRAFT,12600.00,,TGS-RC-DRIFT-RACING,5,5-8,"birthday, eid",vehicles,RC Vehicles,new,"age-5-8, all, best-sellers, big-gifts, new-in, occasion-birthday, occasion-eid, rc-remote-control-toys","age:5-8, feature:new, occasion:birthday, occasion:eid, play:vehicles, sub:RC Vehicles",,,RC Drift Racing Car in Pakistan | Toy Gift Shop,RC Drift Racing Car with 4WD and Neon LED lights for ages 8+. Includes controller and lights. Perfect for indoor and outdoor play.,This remote-controlled drift racing car features 4WD for all-terrain performance. It includes a 2.4G RC controller and neon LED lights for visibility. The car has a blue and orange racing livery with sponsor decals. It is designed for indoor and outdoor play on smooth surfaces.
remote-control-swim-crocodile-toy,Remote Control Swim Crocodile Toy with Controller,The Toy Gift Shop,RC & Remote Control Toys,DRAFT,7000.00,,TGS-SWIM-CROCODILE,1,5-8,"birthday, eid",vehicles,RC Vehicles,new,"age-5-8, all, best-sellers, big-gifts, new-in, occasion-birthday, occasion-eid, rc-remote-control-toys","age:5-8, feature:new, occasion:birthday, occasion:eid, play:vehicles, sub:RC Vehicles",,,Swim Crocodile in Pakistan | Toy Gift Shop,Remote control swim crocodile toy with controller. Made of hard plastic. For children aged 3 and up. Includes instructions and battery pack.,This remote control swim crocodile toy is designed to move through water. It is made of hard plastic and includes a 2.4GHz controller. The toy has a realistic crocodile design with an open mouth and textured skin. It is intended for children to play with in a pool or bathtub.
rhinoceros-baby-unicorn-toy,Rhinoceros Baby Unicorn Toy with Light,The Toy Gift Shop,Baby & Toddler Toys,DRAFT,2650.00,,TGS-RHINOCERO-BABY,5,1-3,"birthday, eid",pretend,Baby Toys,new,"age-1-3, all, baby-toddler-toys, best-sellers, gifts-under-5000, new-in, occasion-birthday, occasion-eid","age:1-3, feature:new, occasion:birthday, occasion:eid, play:pretend, sub:Baby Toys",,,Rhinoceros Baby in Pakistan | Toy Gift Shop,Soft plastic unicorn toy with light feature for children aged 3+. Includes product packaging. Product code ZH-125.,"Rhinoceros Baby (ZH-125): a soft, chunky unicorn figure with a rainbow horn that lights up with a gentle glow. The box says to take the little one with you and explore the wonderful world of childhood together. Good on a bedside table."
sequence-strategy-board-game,Sequence - An Exciting Game of Strategy,The Toy Gift Shop,Board Games,DRAFT,2250.00,,TGS-SEQUENCE,3,5-8,"birthday, eid",games,Family Board Games,new,"age-5-8, all, best-sellers, board-games, gifts-under-2500, gifts-under-5000, new-in, occasion-birthday, occasion-eid","age:5-8, feature:new, occasion:birthday, occasion:eid, play:games, sub:Family Board Games",,,Sequence Strategy Board Game in Pakistan | Toy Gift Shop,"Sequence, an exciting game of strategy. Play a card, place a chip, get five in a row. Ages 7+.","Sequence, an exciting strategy board game. Play a card, place a chip on the matching space, and be the first to get five in a row. For ages 7 and up."
sheep-animal-figure,Sheep Figure with Moulded Fleece,The Toy Gift Shop,Animal & Dinosaur Toys,DRAFT,2850.00,,TGS-SHEEP-FIGURE,3,3-5,"birthday, eid",pretend,Animal Figures,new,"age-3-5, all, animal-dinosaur-toys, best-sellers, gifts-under-5000, new-in, occasion-birthday, occasion-eid","age:3-5, feature:new, occasion:birthday, occasion:eid, play:pretend, sub:Animal Figures",,,Sheep Figure in Pakistan | Toy Gift Shop,"Sheep figure with a curly moulded fleece in warm brown. Steady on its feet, for farm play or display.","A sheep figure with a curly moulded fleece in warm brown, a pale face and black hooves. Steady on its feet and the right size to stand beside the ram and camel in a farm set."
